month,region,product,sales
Dec,South,Phone,24771
Jul,West,Phone,10280
Mar,East,Laptop,24730
May,East,Phone,9315
Sep,North,Phone,15565
Apr,East,Tablet,9476
Nov,North,Tablet,9063
Oct,East,Laptop,11157
Oct,East,Phone,8742
Aug,North,Tablet,20874
Apr,East,Laptop,20014
Jun,North,Phone,6349
Jun,West,Tablet,5928
Dec,North,Tablet,7267
Feb,North,Laptop,18549
Nov,North,Laptop,23142
Nov,East,Laptop,12085
Jul,North,Laptop,11003
Aug,North,Phone,15015
Dec,North,Phone,23560
Sep,North,Tablet,14801
Dec,East,Laptop,22385
Sep,East,Laptop,18624
Dec,East,Tablet,6680
Oct,West,Laptop,9672
Aug,West,Tablet,8465
Jan,South,Phone,13117
May,East,Phone,16932
Dec,East,Phone,19162
Mar,North,Tablet,15830
Feb,West,Tablet,9376
Jul,South,Laptop,8904
Apr,North,Laptop,23325
Apr,North,Tablet,16473
Sep,South,Phone,15239
Apr,North,Phone,11800
Aug,North,Phone,21455
Feb,South,Laptop,11714
Oct,West,Laptop,18400
Nov,North,Phone,13320
Jul,West,Tablet,13500
Sep,South,Phone,17332
Jun,North,Tablet,24519
Oct,East,Phone,12376
Jun,West,Laptop,13394
Jul,East,Phone,10280
May,East,Phone,23777
Nov,East,Laptop,20111
Nov,West,Tablet,19541
Aug,North,Laptop,16828
Aug,North,Phone,6551
Mar,North,Tablet,23850
Feb,West,Laptop,8233
Jul,South,Phone,19226
Oct,South,Laptop,17595
Sep,South,Tablet,22263
Dec,North,Tablet,14484
Oct,West,Tablet,11682
May,East,Tablet,10205
Mar,South,Laptop,19296
Sep,East,Tablet,15843
May,North,Laptop,8768
Sep,North,Tablet,11450
Jan,North,Phone,6749
May,East,Tablet,6781
Feb,West,Phone,8534
Jun,East,Phone,13999
Oct,West,Laptop,19122
May,East,Tablet,23247
Jun,West,Laptop,14733
May,North,Phone,5289
Oct,East,Phone,9058
Nov,North,Phone,17265
Jun,East,Tablet,7317
Mar,South,Phone,14702
Jul,West,Phone,11070
Jan,West,Tablet,5113
Jan,East,Phone,24673
Apr,East,Phone,19624
Feb,North,Phone,9954
Jun,North,Phone,7913
May,East,Phone,12150
Aug,North,Tablet,5414
Dec,North,Laptop,7901
Feb,North,Tablet,10497
Sep,East,Phone,10770
Jan,East,Tablet,10023
Feb,West,Phone,22414
Dec,East,Tablet,22310
May,North,Tablet,24712
Dec,West,Tablet,21801
Sep,East,Laptop,18762
Oct,West,Tablet,9252
Feb,North,Laptop,9581
May,North,Laptop,15858
Jun,East,Phone,24996
Aug,North,Laptop,19390
Jan,West,Tablet,19688
Aug,South,Laptop,11219
Apr,West,Tablet,21121
Oct,South,Tablet,10669
Jan,West,Tablet,9001
Apr,North,Laptop,13363
Jul,North,Tablet,8359
Apr,North,Tablet,5244
Jun,South,Tablet,21806
Mar,East,Laptop,13648
May,North,Phone,14029
Nov,East,Laptop,24307
Dec,West,Laptop,14315
Feb,West,Laptop,17637
Jan,East,Phone,9969
Jan,South,Tablet,24684
Aug,South,Tablet,11819
Jun,South,Phone,6893
Aug,West,Phone,7661
Sep,North,Phone,9228
Jan,North,Laptop,24081
Nov,South,Laptop,22073
Jan,North,Phone,7044
Sep,North,Phone,20853
Aug,West,Tablet,8841
Feb,South,Tablet,16062
Feb,West,Laptop,7032
Dec,East,Phone,23580
Jun,South,Phone,19434
Mar,North,Tablet,20883
Aug,North,Phone,13851
Mar,West,Tablet,11371
Jun,South,Laptop,14085
Aug,East,Tablet,10686
Aug,North,Tablet,15840
Feb,North,Phone,16415
May,South,Phone,19940
Jan,West,Tablet,21409
Dec,North,Phone,24318
Aug,South,Tablet,23163
Aug,East,Tablet,18492
Dec,West,Laptop,17940
Jan,South,Tablet,15670
Dec,West,Tablet,17607
Jul,North,Tablet,16270
Jan,West,Phone,10764
Dec,North,Tablet,18558
Feb,East,Phone,17150
Oct,South,Tablet,8675
Apr,West,Laptop,17321
Sep,East,Laptop,10120
Dec,East,Phone,6060
May,South,Tablet,8640
Jan,East,Tablet,10704
Nov,South,Laptop,5202
Sep,East,Tablet,24693
Oct,North,Tablet,22747
May,North,Laptop,12685
Dec,South,Phone,23364
Jun,West,Laptop,12708
Jun,South,Tablet,17710
Jan,South,Phone,20259
Nov,West,Laptop,13757
Nov,West,Tablet,17650
Oct,North,Laptop,14603
Jun,East,Laptop,22709
Aug,West,Laptop,13336
Jan,West,Tablet,20360
May,West,Phone,24488
Jun,West,Laptop,22006
Sep,South,Phone,18246
Mar,North,Tablet,14606
Feb,North,Tablet,19913
Apr,South,Tablet,8142
Jun,West,Tablet,14072
Mar,South,Laptop,9168
Jun,North,Laptop,6896
Aug,East,Phone,16709
Apr,North,Tablet,9853
May,South,Tablet,11857
Nov,South,Laptop,6302
Aug,South,Laptop,14579
Jul,East,Laptop,17705
Dec,South,Tablet,7747
Feb,South,Laptop,17910
Oct,North,Tablet,6034
Mar,North,Tablet,14957
Oct,North,Tablet,21511
Apr,West,Phone,8587
Jan,South,Phone,24450
Dec,West,Phone,20008
May,West,Phone,10180
Aug,North,Tablet,8438
Jun,West,Laptop,19492
Oct,South,Phone,9367
Jun,North,Phone,15056
Dec,South,Phone,7520
Mar,East,Laptop,18534
Jul,West,Tablet,23985
Dec,West,Laptop,9220
Jun,West,Laptop,13860
Sep,North,Tablet,24315
Dec,East,Tablet,6328
Mar,North,Tablet,24416
Nov,East,Tablet,11605
Mar,South,Tablet,19063
Sep,South,Laptop,22310
Jan,East,Phone,10210
Aug,South,Tablet,13977
Nov,South,Phone,6649
Feb,West,Tablet,19744
May,West,Laptop,9605
Jul,East,Phone,21658
Nov,South,Tablet,16790
Nov,South,Laptop,6323
Apr,North,Phone,11570
Dec,East,Phone,15600
Dec,East,Laptop,23968
May,North,Phone,16681
Mar,East,Laptop,21208
Jun,South,Phone,10776
Nov,North,Phone,12554
May,East,Phone,11772
Jun,West,Phone,14205
Aug,East,Laptop,17954
Aug,South,Phone,6204
Mar,West,Tablet,10785
Oct,West,Phone,12383
Feb,South,Phone,17731
Jun,North,Tablet,12764
Jun,South,Tablet,9559
Oct,South,Laptop,21786
Nov,South,Tablet,13839
Nov,East,Laptop,17135
Dec,South,Tablet,5957
Apr,West,Laptop,8381
Jan,South,Phone,8741
Apr,West,Tablet,18673
Oct,West,Tablet,14083
Oct,West,Tablet,17307
Jan,East,Laptop,24203
Jun,East,Phone,12807
Oct,West,Phone,21328
Jun,East,Phone,22477
Jul,North,Phone,5044
Jul,East,Tablet,17724
Dec,East,Phone,6701
Mar,North,Laptop,21074
Jul,East,Phone,10320
Dec,South,Laptop,5854
Jun,West,Laptop,15353
Apr,East,Tablet,12120
Dec,South,Tablet,10726
Feb,West,Phone,18836
Jul,West,Tablet,7595
Nov,South,Phone,6023
Jul,East,Laptop,18593
Aug,East,Laptop,5859
Jul,South,Laptop,5195
Apr,West,Phone,18596
Feb,South,Phone,14982
Mar,North,Tablet,15087
Nov,East,Tablet,20540
Aug,West,Laptop,20340
Feb,North,Laptop,23345
Jan,South,Laptop,7254
Nov,South,Tablet,20891
Oct,North,Phone,23694
Sep,South,Phone,6214
Apr,North,Phone,23672
May,East,Phone,6453
Aug,North,Tablet,9049
Jan,South,Phone,8499
Dec,East,Laptop,21350
May,East,Phone,19321
Dec,North,Tablet,11262
Jun,South,Tablet,12160
Dec,South,Tablet,21306
Jul,North,Phone,24653
Dec,South,Phone,14424
Feb,West,Tablet,23833
Dec,East,Tablet,12411
Feb,South,Tablet,14129
May,North,Tablet,14107
Feb,North,Tablet,6227
Apr,East,Phone,20895
Sep,South,Tablet,11707
Jan,South,Tablet,13853
Apr,East,Tablet,7029
Sep,South,Laptop,13453
Jun,West,Tablet,15297
Sep,East,Tablet,18991
Jun,South,Phone,13625
Mar,East,Laptop,13255
Oct,North,Tablet,16713
Sep,South,Phone,22478
Nov,West,Laptop,23097
Nov,East,Laptop,8151
Sep,East,Phone,15762
Jul,West,Laptop,8047
Jul,South,Phone,14985
May,East,Phone,23689
Aug,North,Tablet,23589
Mar,West,Phone,23592
Dec,East,Tablet,13350
Apr,East,Tablet,17201
Dec,West,Laptop,21446
Jun,East,Phone,5888
Dec,North,Laptop,8014
Apr,South,Tablet,9001
Dec,South,Laptop,15417
Dec,West,Laptop,20291
Jul,North,Laptop,16527
Jun,South,Phone,18939
Feb,West,Phone,23357
Mar,East,Tablet,21678
Sep,North,Tablet,12647
Jan,West,Tablet,21303
Nov,South,Laptop,11897
Nov,South,Tablet,19576
Apr,West,Phone,11668
Apr,South,Tablet,8932
Sep,West,Laptop,24571
Aug,South,Phone,10620
Nov,South,Tablet,12341
Oct,South,Tablet,11649
Dec,East,Laptop,16258
Jun,East,Laptop,15320
Jun,North,Laptop,13838
Sep,South,Phone,17712
Apr,North,Tablet,5173
Mar,East,Tablet,11077
Oct,South,Phone,24167
Jun,North,Tablet,19639
Nov,East,Laptop,20096
Aug,North,Tablet,10325
Apr,East,Phone,17186
Jun,South,Tablet,21077
Oct,West,Tablet,21735
Feb,South,Tablet,20533
Dec,North,Tablet,19012
Mar,East,Laptop,22751
Oct,West,Laptop,19630
Dec,South,Tablet,10794
Sep,North,Laptop,20445
Feb,North,Laptop,11748
Jun,South,Phone,14919
Apr,West,Laptop,17186
Nov,West,Tablet,13121
May,North,Laptop,20428
Mar,North,Laptop,24913
Mar,North,Tablet,20728
Dec,North,Phone,15823
Jun,East,Phone,9834
Aug,North,Phone,24759
Feb,East,Tablet,21480
Nov,West,Phone,20852
Jul,North,Tablet,19337
May,North,Phone,11856
Aug,South,Tablet,20156
Oct,West,Phone,16301
Jan,South,Laptop,10808
Jun,South,Laptop,21753
Jul,North,Phone,5197
Jun,South,Tablet,5232
Jun,North,Tablet,23174
Nov,East,Tablet,6698
Sep,North,Tablet,7649
Mar,West,Phone,9849
Jan,West,Laptop,15820
Mar,North,Phone,20578
Feb,North,Phone,8676
Apr,West,Laptop,18945
Jun,South,Phone,23437
May,North,Laptop,21543
Mar,West,Tablet,5719
Aug,North,Laptop,6148
Nov,North,Tablet,10537
Jul,South,Phone,20532
Feb,East,Phone,15666
Aug,East,Phone,24122
Dec,North,Laptop,8638
May,South,Tablet,11518
Jun,North,Phone,20060
Jul,North,Laptop,11799
